reviewer_page,product_initial_url,product_page
https://www.nytimes.com/wirecutter/gifts/best-gifts-toys-for-1-year-olds/,https://www.nytimes.com/wirecutter/out/link/48845/177730/4/140530/?merchant=Manhattan%20Toy,https://www.manhattantoy.com/collections/wee-baby-stella/products/wee-baby-stella-doll-brown
https://www.nytimes.com/wirecutter/gifts/best-gifts-toys-for-1-year-olds/,https://www.nytimes.com/wirecutter/out/link/29123/194530/4/169555?merchant=lil%20Tulips,https://www.liltulips.com/products/6-piece-rainbow
,https://www.nytimes.com/wirecutter/out/link/35196/186873/4/169579/?merchant=Crate%20%26%20Barrel,https://www.crateandbarrel.com/large-dino-kids-lounge-nod-chair/s402528,
,https://www.nytimes.com/wirecutter/out/link/35196/186873/4/169559?merchant=Crate%20%26%20Barrel,https://www.crateandbarrel.com/large-dino-kids-lounge-nod-chair/s402528
https://www.nytimes.com/wirecutter/gifts/best-gifts-toys-for-1-year-olds/,https://www.nytimes.com/wirecutter/out/link/35196/186873/4/169559?merchant=Crate%20%26%20Barrel,https://www.crateandbarrel.com/large-dino-kids-lounge-nod-chair/s402528
,https://www.nytimes.com/wirecutter/out/link/57880/194447/4/169577/?merchant=Popclox,https://www.popclox.com/products/skeleton-pendulum-clock-2,should be normal link
https://www.nytimes.com/wirecutter/gifts/best-gifts-toys-for-1-year-olds/,https://www.popclox.com/products/owl-pendulum-clock-1?variant=44397614399701,https://www.popclox.com/products/owl-pendulum-clock-1?variant=44397614399701
https://www.nytimes.com/wirecutter/gifts/best-gifts-toys-for-1-year-olds/,https://www.nytimes.com/wirecutter/out/link/29085/194532/4/169556?merchant=Popclox,https://www.popclox.com/products/owl-pendulum-clock-1?variant=44397614399701
https://www.nytimes.com/wirecutter/gifts/best-gifts-toys-for-1-year-olds/,https://www.nytimes.com/wirecutter/out/link/57880/194447/4/169577/?merchant=Popclox,https://www.popclox.com/products/skeleton-pendulum-clock-2
https://www.nytimes.com/wirecutter/gifts/best-gifts-for-4-year-olds/,https://www.nytimes.com/wirecutter/out/link/41416/181492/4/122454/?merchant=Petit%20Collage,https://petitcollage.com/products/outer-space-magnetic-play-scene
https://www.nytimes.com/wirecutter/gifts/best-toys-gifts-for-7-year-olds/,https://www.nytimes.com/wirecutter/out/link/52827/185039/4/151868/?merchant=Studio%20Roof,https://usa.studioroof.com/products/magical-stegosaurus/
https://www.nytimes.com/wirecutter/gifts/best-toys-gifts-for-9-year-olds/,https://www.nytimes.com/wirecutter/out/link/58656/196006/4/173729/?merchant=Moosh%20Moosh,https://moosh-moosh.com/products/nebula
https://www.nytimes.com/wirecutter/gifts/best-toys-gifts-for-7-year-olds/,https://www.nytimes.com/wirecutter/out/link/58498/195741/4/173097?merchant=National%20Autism%20Resources,https://nationalautismresources.com/hugging-peapod-with-pump/
https://www.nytimes.com/wirecutter/gifts/best-gifts-for-4-year-olds/,https://www.nytimes.com/wirecutter/out/link/35321/166501/4/103111/?merchant=Lakeshore%20Learning,https://www.lakeshorelearning.com/products/blocks-manipulatives/fine-motor-development/turn-learn-magnetic-gears/p/DD939/
https://www.nytimes.com/wirecutter/out/link/53835/186782/4/154750/?merchant=Lakeshore%20Learning,https://www.lakeshorelearning.com/products/language/alphabet/alpha-bots/p/AC225/
https://www.nytimes.com/wirecutter/out/link/53698/186557/4/154506/?merchant=Lakeshore%20Learning,https://www.lakeshorelearning.com/products/ca/p/PP779/,
https://www.nytimes.com/wirecutter/out/link/46912/174689/4/170326?merchant=Lakeshore%20Learning,https://www.lakeshorelearning.com/products/games/fine-motor-games/dont-let-the-bugs-fall-game/p/TR798/,
https://www.nytimes.com/wirecutter/out/link/46912/174689/4/135601/?merchant=Lakeshore%20Learning,https://www.lakeshorelearning.com/products/games/fine-motor-games/dont-let-the-bugs-fall-game/p/TR798/,
https://www.nytimes.com/wirecutter/out/link/35321/166501/4/175288?merchant=Lakeshore%20Learning,https://www.lakeshorelearning.com/products/blocks-manipulatives/fine-motor-development/turn-learn-magnetic-gears/p/DD939/,
https://www.nytimes.com/wirecutter/gifts/best-toys-gifts-for-7-year-olds/,https://www.nytimes.com/wirecutter/out/link/36194/179391/4/173092?merchant=Canyon%20Hoops,https://canyonhoops.com/products/child-and-youth-hula-hoop?variant=30089742778417
https://www.nytimes.com/wirecutter/gifts/best-gifts-for-4-year-olds/,https://www.nytimes.com/wirecutter/out/link/35321/166501/4/175288?merchant=Lakeshore%20Learning,https://www.lakeshorelearning.com/products/blocks-manipulatives/fine-motor-development/turn-learn-magnetic-gears/p/DD939/
https://www.nytimes.com/wirecutter/gifts/best-toys-gifts-for-3-year-olds/,https://www.nytimes.com/wirecutter/out/link/52690/184799/4/151600/?merchant=IKEA,https://www.ikea.com/us/en/p/duktig-play-kitchen-birch-60319972/
https://www.nytimes.com/wirecutter/gifts/best-gifts-toys-for-2-year-olds/,https://www.nytimes.com/wirecutter/out/link/35220/157337/4/170200?merchant=The%20Wooden%20Wagon,https://thewoodenwagon.com/woodentoy/BCB20023.html
https://www.nytimes.com/wirecutter/gifts/best-toys-gifts-for-3-year-olds/,https://www.nytimes.com/wirecutter/out/link/29118/148945/4/102856/?merchant=IKEA,https://www.ikea.com/us/en/p/cirkustaelt-childrens-tent-40342054/
https://www.nytimes.com/wirecutter/gifts/best-gifts-toys-for-2-year-olds/,https://www.nytimes.com/wirecutter/out/link/35220/157337/4/102796/?merchant=The%20Wooden%20Wagon,https://thewoodenwagon.com/woodentoy/BCB20023.html
,https://www.nytimes.com/wirecutter/out/link/36194/179391/4/106193/?merchant=Canyon%20Hoops,https://canyonhoops.com/products/child-and-youth-hula-hoop?variant=30089742778417
,https://www.nytimes.com/wirecutter/out/link/56725/192173/4/173735/?merchant=Amazon,https://www.amazon.com/gp/product/B0BPC7HNTN/ref=ewc_pr_img_2?smid=A3JAAIJBAE4SMW&psc=1
,https://www.nytimes.com/wirecutter/out/link/35635/157830/4/173698?merchant=Amazon,https://www.amazon.com/gp/product/B00FBWBM3G/ref=ewc_pr_img_1?smid=A2K4X28LAXID72&th=1
,https://www.amazon.com/gp/product/B07CSD78FH/ref=ewc_pr_img_1?smid=A1BZKRV4BRWPE1&psc=1,https://www.amazon.com/gp/product/B07CSD78FH/ref=ewc_pr_img_1?smid=A1BZKRV4BRWPE1&psc=1
,https://www.amazon.com/gp/product/B07CSD78FH/ref=ewc_pr_img_1?smid=A1BZKRV4BRWPE1&psc=1,https://www.amazon.com/gp/product/B082VM5813/ref=ox_sc_act_title_1?smid=A3IOLAP040KGDV&psc=1
,https://www.nytimes.com/wirecutter/out/link/56850/192377/4/173570/?merchant=Amazon,https://www.amazon.com/gp/product/B09JHGRQ85/ref=ewc_pr_img_1?smid=AZLDXIMDTR6P2&th=1
,https://www.nytimes.com/wirecutter/out/link/41961/185753/4/173090?merchant=Amazon,https://www.amazon.com/gp/product/B082VM5813/ref=ox_sc_act_title_1?smid=A3IOLAP040KGDV&psc=1
,https://www.nytimes.com/wirecutter/out/link/16497/49709/4/175292?merchant=Amazon,https://www.amazon.com/gp/product/B0007ZULSY/ref=ewc_pr_img_1?smid=A1VSGMZ8MJEYEU&psc=1
,https://www.nytimes.com/wirecutter/out/link/53420/186844/4/173402?merchant=Amazon,
,https://www.nytimes.com/wirecutter/out/link/52577/184720/4/151157/?merchant=Amazon,
,https://www.amazon.com/gp/product/B0007ZULSY/ref=ewc_pr_img_1?smid=A1VSGMZ8MJEYEU&psc=1,https://www.amazon.com/gp/product/B082VM5813/ref=ox_sc_act_title_1?smid=A3IOLAP040KGDV&psc=1
,https://www.nytimes.com/wirecutter/out/link/38763/162356/4/171110/?merchant=Lakeshore%20Learning,https://www.lakeshorelearning.com/products/blocks-manipulatives/building-sets/the-ultimate-fort-builder/p/HH938
,https://www.nytimes.com/wirecutter/out/link/48346/177004/4/170336?merchant=Lakeshore%20Learning,https://www.lakeshorelearning.com/p/EE290/
,https://www.nytimes.com/wirecutter/out/link/48358/177531/4/171196?merchant=Kiko,https://www.us.kikoandgg.com/products/wakka
,https://www.nytimes.com/wirecutter/out/link/57990/194607/4/170344?merchant=World%20Wildlife%20Fund,https://gifts.worldwildlife.org/gift-center/gifts/Species-Adoptions.aspx
,https://www.nytimes.com/wirecutter/out/link/53873/186834/4/154853/?merchant=Faber-Castell,https://www.fabercastell.com/products/paint-by-number-museum-series-the-eiffel-tower-14300
,https://www.nytimes.com/wirecutter/out/link/41492/166467/4/122537/?merchant=Lavender%20Stardust,https://lavenderstardust.com/collections/roll-on-shimmer
,https://www.nytimes.com/wirecutter/out/link/35698/157899/4/104170/?merchant=Lavender%20Stardust,https://lavenderstardust.com/collections/kissing-glitter-lip-gloss/products/copy-of-kissing-glitter-lip-gloss-rose
,https://www.nytimes.com/wirecutter/out/link/35698/157899/4/122538/?merchant=Lavender%20Stardust,https://lavenderstardust.com/collections/kissing-glitter-lip-gloss/products/copy-of-kissing-glitter-lip-gloss-rose
,https://www.nytimes.com/wirecutter/out/link/58149/194941/4/170813?merchant=See%27s%20Candies,https://www.sees.com/lollipops/assorted-lollypops/506545.html
,https://www.nytimes.com/wirecutter/out/link/40444/168519/4/173759?merchant=Amazon,https://www.amazon.com/gp/product/B01MFGICQT/ref=ewc_pr_img_1?smid=A1L4LS2KNDBWYV&psc=1
,https://www.nytimes.com/wirecutter/out/link/53847/186807/4/154870/?merchant=SF%20Bags,https://www.sfbags.com/collections/specialty-bags/products/cycling-tote?variant=39781128896595
,https://www.nytimes.com/wirecutter/out/link/53847/186807/4/175152?merchant=SF%20Bags,https://www.sfbags.com/collections/specialty-bags/products/cycling-tote?variant=39781128896595,
,https://www.nytimes.com/wirecutter/out/link/55106/193678/4/159241/?merchant=Amazon,https://www.amazon.com/gp/product/B07VH2CXPJ/ref=ox_sc_act_image_1?smid=A1WEUWHULGX3RG&psc=1
,https://www.nytimes.com/wirecutter/out/link/7928/23301/4/173466/?merchant=Amazon,https://www.amazon.com/gp/product/B0002U34EW/ref=ewc_pr_img_1?smid=ATVPDKIKX0DER&psc=1
,https://www.nytimes.com/wirecutter/out/link/53420/186844/4/173459/?merchant=Amazon,https://www.amazon.com/gp/product/B089C33MDN/ref=ewc_pr_img_1?smid=A1RCZAZ5ADJHK8&th=1
,https://www.nytimes.com/wirecutter/out/link/42512/167953/4/174397?merchant=Sockwell,https://sockwellusa.com/collections/mens-lifestyle-compression-socks?gf_58891=82&gf_58892=61+80
,https://www.nytimes.com/wirecutter/out/link/42513/167954/4/152616/?merchant=Sockwell,https://sockwellusa.com/collections/womens-lifestyle-compression-socks?gf_58891=82&gf_58892=80
,https://www.nytimes.com/wirecutter/out/link/42513/167954/4/174398?merchant=Sockwell,https://sockwellusa.com/collections/womens-lifestyle-compression-socks?gf_58891=82&gf_58892=80
,https://www.nytimes.com/wirecutter/out/link/42512/167953/4/152615/?merchant=Sockwell,https://sockwellusa.com/collections/mens-lifestyle-compression-socks?gf_58891=82&gf_58892=61+80
,https://www.nytimes.com/wirecutter/out/link/22527/156581/4/100623/?merchant=Caro%20Home,https://www.carohome.com/products/microcotton-luxury-towels?variant=30304501399650
,https://www.nytimes.com/wirecutter/out/link/49854/179309/4/143523/?merchant=No.%202,https://rizzihome.com/products/no-2-toilet-paper-1?variant=42203449819315
,https://www.nytimes.com/wirecutter/out/link/47425/175530/4/158785/?merchant=Google%20Play,https://play.google.com/store/apps/details?id=com.saic.airnow,
,https://www.nytimes.com/wirecutter/out/link/47425/175530/4/158785?merchant=Google%20Play,https://play.google.com/store/apps/details?id=com.saic.airnow
,https://www.nytimes.com/wirecutter/out/link/30298/177963/4/85475/?merchant=B%26H,https://www.bhphotovideo.com/c/product/969888-REG/leatherman_931014_bit_kit_21_piece.html?cnxclid=17049769806891010318519051118008005
,https://www.nytimes.com/wirecutter/out/link/54825/188497/4/158271/?merchant=Uline,https://www.uline.com/Product/Detail/S-4125/Corrugated-Boxes-200-Test/12-x-12-x-12-Corrugated-Boxes?pricode=WS419
,https://www.nytimes.com/wirecutter/out/link/50368/180301/4/144800/?merchant=Louis%20Poulsen,https://www.louispoulsen.com/en-us/catalog/private/table/njp-mini?v=91852-5744168122-03
,https://www.nytimes.com/wirecutter/out/link/45210/172153/4/174446/?merchant=Amazon,https://www.amazon.com/gp/product/B0875QSCFW/ref=ewc_pr_img_1?smid=A1DX3A7J4BF3GC&th=1
,https://wclink.co/link/48942/182461/4/160039/?merchant=Amazon,https://www.amazon.com/gp/product/B001CMOEWA/ref=ewc_pr_img_1?smid=ANWO361MQE3WC&th=1
,https://www.nytimes.com/wirecutter/out/link/52577/184720/4/173510?merchant=Amazon,https://www.amazon.com/gp/product/B08M5TBFKM/ref=ewc_pr_img_1?smid=A21AZ0RT4HKPND&th=1
,https://www.nytimes.com/wirecutter/out/link/54781/194700/4/173490?merchant=Amazon,https://www.amazon.com/gp/product/B074CVB2XS/ref=ox_sc_act_title_1?smid=A2L1N1W8B07RY1&psc=1
,https://www.nytimes.com/wirecutter/out/link/40444/168519/4/173759?merchant=Amazon,https://www.amazon.com/gp/product/B01MFGICQT/ref=ewc_pr_img_1?smid=A1L4LS2KNDBWYV&psc=1
,https://www.nytimes.com/wirecutter/out/link/7928/23301/4/160036/?merchant=Amazon,https://www.amazon.com/gp/product/B0002U34EW/ref=ewc_pr_img_1?smid=ATVPDKIKX0DER&psc=1
,https://www.nytimes.com/wirecutter/out/link/58014/194641/4/173752?merchant=Amazon,https://www.amazon.com/gp/product/B08CZZJ3Y9/ref=ewc_pr_img_1?smid=A2DHAV8QLMH8EX&psc=1
,https://www.nytimes.com/wirecutter/out/link/41961/185753/4/151887/?merchant=Amazon,https://www.amazon.com/gp/product/B082VM5813/ref=ox_sc_act_title_1?smid=A3IOLAP040KGDV&psc=1
,https://www.nytimes.com/wirecutter/out/link/48942/182461/4/160039/?merchant=Amazon,https://www.amazon.com/gp/product/B001CMT1JG/ref=ewc_pr_img_1?smid=ANWO361MQE3WC&th=1
,https://www.nytimes.com/wirecutter/out/link/58014/194641/4/173752?merchant=Amazon,https://www.amazon.com/gp/product/B08CZZJ3Y9/ref=ewc_pr_img_1?smid=A2DHAV8QLMH8EX&psc=1
,https://www.nytimes.com/wirecutter/out/link/44530/171136/4/129878/?merchant=Amazon,https://www.amazon.com/gp/product/B01AS5W3V0/ref=ewc_pr_img_1?smid=A33KS352R0H4LU&th=1
,https://www.nytimes.com/wirecutter/out/link/48942/182461/4/140619/?merchant=Amazon,https://www.amazon.com/gp/product/B001CMOEWA/ref=ewc_pr_img_1?smid=ANWO361MQE3WC&th=1
,https://www.nytimes.com/wirecutter/out/link/10962/96958/4/52837?merchant=Amazon,https://www.amazon.com/gp/product/B016YQNWLW/ref=ewc_pr_img_1?smid=A3TX4YUK2VIRSQ&psc=1
,https://www.nytimes.com/wirecutter/out/link/59313/197128/4/176395/?merchant=Amazon,https://www.amazon.com/gp/product/B0C2Q5DZWX/ref=ox_sc_act_image_1?smid=A1DRSLFMYKF9A2&th=1
,https://www.nytimes.com/wirecutter/out/link/45210/172153/4/174490?merchant=Amazon,https://www.amazon.com/gp/product/B0875QSCFW/ref=ewc_pr_img_1?smid=A1DX3A7J4BF3GC&th=1
,https://wclink.co/link/58845/196377/4/174623/?merchant=Amazon,https://www.amazon.com/gp/product/B08V13TGP4/ref=ewc_pr_img_2?smid=A22HAIBGMXTSBY&th=1
,https://www.nytimes.com/wirecutter/out/link/7928/23301/4/160036/?merchant=Amazon,https://www.amazon.com/gp/product/B0002U34EW/ref=ewc_pr_img_1?smid=ATVPDKIKX0DER&psc=1
,https://www.nytimes.com/wirecutter/out/link/13799/39515/4/90479/?merchant=Sherwin-Williams,https://www.sherwin-williams.com/homeowners/products/catalog/cashmere-interior-acrylic-latex?referringCategory=interior-paint-coatings%2Fpaint%2F
,https://www.nytimes.com/wirecutter/out/link/13799/39515/4/90479/?merchant=Sherwin-Williams,https://www.sherwin-williams.com/homeowners/products/catalog/cashmere-interior-acrylic-latex?referringCategory=interior-paint-coatings%2Fpaint%2F
,https://floydhome.com/products/the-sink-down-sectional?configuration=sd2s1&variant=42948252172450,https://floydhome.com/products/the-sink-down-sectional?configuration=sd2s1&variant=42948252172450
,https://www.nytimes.com/wirecutter/out/link/50899/181179/4/146322/?merchant=Sixpenny,https://sixpenny.com/products/gabriel-sofa-72?variant=34455548493868
,https://www.nytimes.com/wirecutter/out/link/50901/181181/4/146323/?merchant=Sixpenny,https://sixpenny.com/products/elias-sofa?variant=34455621238828
,https://www.nytimes.com/wirecutter/out/link/36327/158665/4/106737/?merchant=Mosaic%20Weighted%20Blankets,https://www.mosaicweightedblankets.com/products/starry-night-cotton-mosaic-weighted-blanket?variant=17061885247578
,https://www.nytimes.com/wirecutter/out/link/42147/167393/4/123841/?merchant=Krazy%20Straws,https://www.krazystraws.com/mm5/merchant.mvc?Screen=PROD&Product_Code=nstraw-1
,https://www.nytimes.com/wirecutter/out/link/42147/167393/4/172575?merchant=Krazy%20Straws,https://www.krazystraws.com/mm5/merchant.mvc?Screen=PROD&Product_Code=nstraw-1
,https://www.nytimes.com/wirecutter/out/link/41534/166528/4/123906/?merchant=IKEA,https://www.ikea.com/us/en/p/pyssla-beads-mixed-colors-50128572/
,https://www.nytimes.com/wirecutter/out/link/21867/119311/4/114001/?merchant=IKEA,https://www.ikea.com/us/en/p/forsa-work-lamp-with-led-bulb-nickel-plated-70416246/
,https://www.nytimes.com/wirecutter/out/link/40773/165425/4/120055/?merchant=IKEA,https://www.ikea.com/us/en/p/jonaxel-frame-white-40419958/
,https://www.nytimes.com/wirecutter/out/link/40749/165396/4/120025/?merchant=IKEA,https://www.ikea.com/us/en/p/boaxel-wardrobe-combination-white-s49332376/
,https://www.nytimes.com/wirecutter/out/link/45326/172287/4/162698/?merchant=Fiesta,https://fiestafactorydirect.com/collections/white/products/4-piece-place-setting-831?variant=35913847371
,https://www.nytimes.com/wirecutter/out/link/45325/172286/4/162697/?merchant=Fiesta,https://fiestafactorydirect.com/collections/white/products/5-piece-place-setting-830?variant=21480786460777
,https://www.nytimes.com/wirecutter/out/link/56011/190804/4/163034/?merchant=Farmhouse%20Pottery,https://www.farmhousepottery.com/products/silo-dinnerware?variant=31722303717412
,https://www.williams-sonoma.com/products/all-purpose-pantry-towels/?pkey=s%7Call%20purpose%20pantry%20towels%7C2,https://www.williams-sonoma.com/products/all-purpose-pantry-towels/?pkey=s%7Call%20purpose%20pantry%20towels%7C2
,https://www.nytimes.com/wirecutter/out/link/55716/190364/4/162027/?merchant=Room%20%26%20Board,https://www.roomandboard.com/catalog/home-decor/hooks-and-wall-organizers/crew-triple-wall-hooks/767775
